,Type,Created Date and Time,X Coordinate,Y Coordinate,Year
4700 S GREENWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/11/13 10:38 AM,1184378,1873868,2013
8400 S KILBOURN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/11/13 7:55 AM,1147854,1848024,2013
4900 N JANSSEN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/9/13 8:02 PM,1165540,1933070,2013
4200 S CICERO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/9/13 7:57 PM,1145070,1876096,2013
1400 W ARGYLE ST,Snow - Uncleared Sidewalk or Bike Lane,3/9/13 7:50 PM,1165519,1933298,2013
2900 N BURLING ST,Snow - Uncleared Sidewalk or Bike Lane,3/9/13 11:30 AM,1170786,1919533,2013
2100 N BELL AVE,Snow - Uncleared Sidewalk or Bike Lane,3/9/13 10:20 AM,1161056,1914526,2013
1900 E 72ND ST,Snow - Uncleared Sidewalk or Bike Lane,3/9/13 7:47 AM,1190607,1857619,2013
1700 W DIVERSEY PKWY,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 4:29 PM,1164519,1918643,2013
1700 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 4:27 PM,1164108,1918959,2013
1700 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 4:26 PM,1164289,1918965,2013
1700 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 4:25 PM,1164289,1918965,2013
1700 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 4:24 PM,1164469,1918971,2013
1700 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 4:23 PM,1164469,1918971,2013
1600 W WOLFRAM ST,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 4:22 PM,1164934,1918983,2013
1400 W LELAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 11:43 AM,1165700,1931306,2013
4900 N TALMAN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 9:33 AM,1157803,1932813,2013
5000 N LINCOLN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 9:27 AM,1158977,1933074,2013
5300 S TALMAN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 8:37 AM,1159612,1869112,2013
5400 S RIDGEWAY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 8:23 AM,1152291,1868542,2013
3700 W 55TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/8/13 8:23 AM,1152421,1867872,2013
1900 E 72ND ST,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 9:50 PM,1190607,1857619,2013
100 N WELLS ST,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 8:37 PM,1174723,1900838,2013
800 W WASHINGTON BLVD,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 8:29 PM,1170705,1900744,2013
800 W WASHINGTON BLVD,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 8:28 PM,1170714,1900745,2013
3200 W LAWRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 5:02 PM,1153833,1931706,2013
3200 W LAWRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 5:02 PM,1153818,1931706,2013
600 W WELLINGTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 3:28 PM,1171176,1920187,2013
5900 N MAGNOLIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 2:52 PM,1166880,1939589,2013
5800 S HARLEM AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 2:50 PM,1129366,1864769,2013
5000 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 11:20 AM,1150544,1871145,2013
4800 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 11:20 AM,1152205,1872530,2013
4700 S HAMLIN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 11:19 AM,1151823,1873200,2013
8700 S PRINCETON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 11:06 AM,1175690,1846908,2013
2600 N CICERO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 10:38 AM,1143932,1917461,2013
1200 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 10:20 AM,1167855,1905488,2013
2400 N ASHLAND AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 10:02 AM,1165253,1916468,2013
2500 N CLYBOURN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 9:59 AM,1164261,1916662,2013
5900 N ELSTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 9:51 AM,1135280,1939400,2013
5900 N ELSTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 9:45 AM,1135296,1939390,2013
3000 S NORMAL AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 9:33 AM,1173447,1885031,2013
2200 N HARLEM AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 9:11 AM,1127730,1913899,2013
2800 N WASHTENAW AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 9:05 AM,1157876,1918908,2013
1400 S MICHIGAN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 9:01 AM,1177447,1893782,2013
1000 N OAKLEY BLVD,Snow - Uncleared Sidewalk or Bike Lane,3/7/13 8:29 AM,1160883,1906983,2013
1200 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:19 PM,1164794,1908557,2013
1200 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:19 PM,1164780,1908472,2013
1200 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:18 PM,1164755,1908324,2013
3300 W CRYSTAL ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:36 PM,1153760,1908119,2013
1100 E 55TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:16 PM,1184313,1868873,2013
4300 N WINCHESTER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 9:45 PM,1162640,1928737,2013
3700 N WILTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 8:09 PM,1169260,1925214,2013
3700 N WILTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 8:08 PM,1169260,1925214,2013
1500 N SHEFFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 7:47 PM,1169386,1910507,2013
1500 N SHEFFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 7:44 PM,1169386,1910507,2013
2300 W CONGRESS PKWY,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 7:44 PM,1160703,1897700,2013
1500 N SHEFFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 7:43 PM,1169386,1910507,2013
11100 S ST LOUIS AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 6:35 PM,1155012,1830482,2013
10800 S CHRISTIANA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 6:28 PM,1155918,1832660,2013
6200 N CLARK ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 6:00 PM,1164519,1941495,2013
4100 N WOLCOTT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 5:54 PM,1162929,1927663,2013
3800 N LINCOLN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 5:49 PM,1162994,1925252,2013
2700 N SPAULDING AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 5:34 PM,1153733,1918094,2013
4200 N MARINE DR,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 5:13 PM,1170978,1928971,2013
0 W CHESTNUT ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 5:09 PM,1175963,1906207,2013
4500 N MERRIMAC AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 4:47 PM,1133858,1929798,2013
2300 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 4:36 PM,1172834,1888503,2013
2400 N WESTERN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 4:28 PM,1159949,1916292,2013
8100 S WENTWORTH AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 4:20 PM,1176345,1851218,2013
2000 W MELROSE ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 4:15 PM,1162101,1921575,2013
1600 W WALLEN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 3:58 PM,1164405,1944249,2013
10700 S VERNON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 3:53 PM,1181141,1834106,2013
1900 W SCHOOL ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 3:43 PM,1163031,1921930,2013
6400 W ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 3:36 PM,1134424,1867396,2013
7700 W NORTH SHORE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 3:25 PM,1123585,1943690,2013
2500 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 3:17 PM,1159530,1894627,2013
5300 N WAYNE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 3:14 PM,1166346,1935566,2013
2600 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 3:10 PM,1158783,1894611,2013
2700 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 3:09 PM,1158447,1894604,2013
5600 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 3:04 PM,1142918,1869300,2013
4600 S DRAKE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 2:41 PM,1153539,1873242,2013
4700 S HAMLIN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 2:40 PM,1151823,1873200,2013
5000 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 2:38 PM,1150544,1871145,2013
10400 S TORRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 2:34 PM,1195516,1836339,2013
6500 S RHODES AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 2:33 PM,1181019,1862028,2013
5300 S NASHVILLE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 2:32 PM,1133279,1868690,2013
1200 S STATE ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 2:08 PM,1176525,1895066,2013
10400 S TORRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 1:35 PM,1195516,1836339,2013
1700 N CLYBOURN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 1:17 PM,1169615,1911591,2013
1700 N CLYBOURN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 1:15 PM,1169735,1911477,2013
1700 N CLYBOURN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 1:14 PM,1169795,1911421,2013
1900 N BURLING ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 1:09 PM,1170969,1913235,2013
3300 N ALBANY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 1:06 PM,1155128,1922041,2013
1300 W WEBSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 1:06 PM,1167042,1914749,2013
3300 N ALBANY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 1:06 PM,1155128,1922029,2013
500 N ORLEANS ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 12:13 PM,1173838,1903748,2013
6500 N KEDZIE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 12:13 PM,1153853,1943246,2013
3400 N LINCOLN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 12:09 PM,1164140,1923093,2013
2200 W CORNELIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 12:09 PM,1160652,1923200,2013
4200 S CALIFORNIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 12:03 PM,1158394,1876684,2013
10600 S TORRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:59 AM,1195537,1835226,2013
10700 S TORRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:58 AM,1195557,1834189,2013
800 W BUENA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:50 AM,1169931,1928199,2013
800 W BUENA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:50 AM,1169931,1928199,2013
6200 W 62ND ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:47 AM,1136140,1862770,2013
800 W BUENA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:45 AM,1169848,1928197,2013
2100 N SHEFFIELD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:43 AM,1169282,1914350,2013
3600 S DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:40 AM,1163614,1880633,2013
3600 S DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:40 AM,1163614,1880633,2013
3700 W 55TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:24 AM,1152421,1867872,2013
2700 N CALIFORNIA AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 11:11 AM,1157230,1918487,2013
4100 W ARGYLE ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:56 AM,1147685,1932901,2013
2000 W EVERGREEN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:55 AM,1162706,1909019,2013
1400 W SUNNYSIDE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:37 AM,1165766,1929980,2013
100 N WELLS ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:25 AM,1174723,1900838,2013
2900 N RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:19 AM,1167777,1919852,2013
3300 N LAKE SHORE DR,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:11 AM,1172846,1922442,2013
800 W 36TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:07 AM,1171526,1880906,2013
800 W 36TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:07 AM,1171526,1880906,2013
1300 N LAKE SHORE DR,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:01 AM,1176891,1909590,2013
1300 N LAKE SHORE DR,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:01 AM,1176891,1909590,2013
1300 N LAKE SHORE DR,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:01 AM,1176891,1909590,2013
100 E LAKE ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 10:01 AM,1177491,1901763,2013
1200 W FULTON ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 9:55 AM,,,2013
8300 S LAFAYETTE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 9:26 AM,1177384,1849966,2013
4800 S ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 9:18 AM,1152205,1872530,2013
200 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 9:18 AM,1175555,1863189,2013
400 W CHICAGO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 9:11 AM,1172598,1905631,2013
1600 W ADAMS ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 8:48 AM,1165779,1899164,2013
4700 N LEAVITT ST,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 8:20 AM,1160829,1931638,2013
2200 W LAWRENCE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 8:18 AM,1160699,1931844,2013
200 W 23RD PL,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 8:15 AM,1175342,1888734,2013
300 W NORTH AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 8:12 AM,1173585,1910972,2013
4500 N ELSTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 7:56 AM,1147109,1930129,2013
4200 N SPAULDING AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 7:23 AM,1153624,1928102,2013
3200 S RACINE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 7:22 AM,1168848,1883256,2013
8400 S PULASKI RD,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 6:25 AM,1151209,1848166,2013
2900 W MONTROSE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/6/13 2:01 AM,1156244,1929098,2013
2000 W SUMMERDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 11:43 PM,1161684,1935520,2013
4200 N MARINE DR,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 10:41 PM,1170978,1928971,2013
2600 E 104TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 10:08 PM,1195181,1836551,2013
1000 N HALSTED ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 9:36 PM,1170827,1907363,2013
2600 W CARMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 8:57 PM,1157823,1933767,2013
6500 W SCHOOL ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 6:08 PM,1132002,1921223,2013
2200 N LAKEWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 5:12 PM,1167281,1914920,2013
7700 S ESSEX AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 4:56 PM,1194203,1854188,2013
7700 S ESSEX AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 4:56 PM,1194203,1854188,2013
2000 S DAMEN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 4:49 PM,1163349,1890411,2013
2000 W CULLERTON ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 4:46 PM,1163342,1890411,2013
2300 W 22ND PL,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 4:42 PM,1161298,1889019,2013
3800 W 58TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 4:31 PM,1151855,1865872,2013
3600 S WOOD ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 4:27 PM,1164948,1880528,2013
0 E LAKE ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 4:24 PM,1176927,1901746,2013
7700 S KNOX AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 4:18 PM,1146745,1853002,2013
700 W RANDOLPH ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 3:58 PM,1171243,1901218,2013
700 W RANDOLPH ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 3:56 PM,1171249,1901218,2013
7000 S KIMBARK AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 3:41 PM,1185925,1858775,2013
2000 W SUMMERDALE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 3:34 PM,1161684,1935520,2013
1800 N HOYNE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 3:31 PM,1162059,1912534,2013
6900 W ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 2:57 PM,1130927,1867284,2013
0 E LAKE ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 2:49 PM,1176781,1901746,2013
200 N STATE ST,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 2:49 PM,1176328,1901757,2013
1700 N KEDZIE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 12:55 PM,1154765,1911771,2013
7900 S CICERO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 12:55 PM,1145800,1851350,2013
800 N LOCKWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 11:35 AM,1140873,1904968,2013
7100 W ARCHER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/5/13 11:33 AM,1129403,1867225,2013
2700 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 9:40 PM,1158447,1894604,2013
2500 N KEDZIE BLVD,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 9:07 PM,1154515,1916985,2013
1400 W BRYN MAWR AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 8:08 PM,1165971,1937304,2013
3800 N OKETO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 7:46 PM,1126041,1924756,2013
2500 W CERMAK RD,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 6:28 PM,1160100,1889323,2013
600 W DICKENS AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 4:23 PM,1171928,1914219,2013
5300 S TALMAN AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 4:07 PM,1159612,1869112,2013
2600 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 3:49 PM,1158783,1894611,2013
2100 W TOUHY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 3:40 PM,1160204,1947714,2013
2600 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 3:35 PM,1159737,1862776,2013
2500 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 3:29 PM,1159437,1894625,2013
2600 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 3:23 PM,1159898,1862780,2013
2100 W TOUHY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 2:55 PM,1160204,1947714,2013
2900 N BURLING ST,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 12:09 PM,1170786,1919533,2013
7500 W BRYN MAWR AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 11:13 AM,1125004,1936350,2013
3400 W FOSTER AVE,Snow - Uncleared Sidewalk or Bike Lane,3/4/13 8:48 AM,1152394,1934333,2013
700 S CLAREMONT AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/13 9:38 PM,1160836,1896731,2013
1600 N MONTICELLO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/13 8:32 PM,1151794,1910771,2013
5800 W FULLERTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/13 4:33 PM,1137310,1915363,2013
6300 W ESTES AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/13 4:16 PM,1132966,1946764,2013
4000 N CLARK ST,Snow - Uncleared Sidewalk or Bike Lane,3/3/13 1:37 PM,1166790,1926680,2013
1700 W WRIGHTWOOD AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/13 1:15 PM,1164467,1917319,2013
10100 S LONGWOOD DR,Snow - Uncleared Sidewalk or Bike Lane,3/3/13 12:22 PM,1165358,1837179,2013
10100 S LONGWOOD DR,Snow - Uncleared Sidewalk or Bike Lane,3/3/13 12:22 PM,1165358,1837179,2013
2000 W FARGO AVE,Snow - Uncleared Sidewalk or Bike Lane,3/3/13 11:12 AM,1161270,1949268,2013
2400 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,3/3/13 7:30 AM,1160353,1894644,2013
1900 W SCHOOL ST,Snow - Uncleared Sidewalk or Bike Lane,3/3/13 7:17 AM,1163031,1921930,2013
2700 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,3/2/13 7:45 PM,1158447,1894604,2013
2600 W ROOSEVELT RD,Snow - Uncleared Sidewalk or Bike Lane,3/2/13 7:44 PM,1158783,1894611,2013
1100 W WELLINGTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/13 1:50 PM,1168013,1920069,2013
4200 N MARINE DR,Snow - Uncleared Sidewalk or Bike Lane,3/2/13 9:11 AM,1170978,1928971,2013
1100 W WELLINGTON AVE,Snow - Uncleared Sidewalk or Bike Lane,3/2/13 7:48 AM,1168013,1920069,2013
3100 E 91ST ST,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 10:39 PM,1198478,1845218,2013
2500 E 72ND PL,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 8:58 PM,1194350,1857362,2013
9400 S JEFFERY AVE,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 6:50 PM,1191166,1842582,2013
1900 E 95TH ST,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 6:49 PM,1190914,1842363,2013
1700 W CHASE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 5:27 PM,1163614,1948304,2013
1300 N LAKE SHORE DR,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 5:20 PM,1176891,1909590,2013
1200 N PAULINA ST,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 4:43 PM,1164755,1908324,2013
1900 W BALMORAL AVE,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 3:44 PM,1162840,1935884,2013
1700 W ERIE ST,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 1:24 PM,1164953,1904409,2013
4100 W BYRON ST,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 1:11 PM,1148456,1925613,2013
1400 N LAKE SHORE DR,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 12:51 PM,1176850,1909803,2013
4100 W BYRON ST,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 11:03 AM,1148456,1925613,2013
6700 W BERENICE AVE,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 10:52 AM,1130836,1924651,2013
4200 N MARINE DR,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 9:52 AM,1170978,1928971,2013
3500 S WESTERN BLVD,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 9:41 AM,1161103,1880989,2013
700 W DIVISION ST,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 9:16 AM,1170962,1908225,2013
700 W DIVISION ST,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 9:16 AM,1170962,1908225,2013
700 W DIVISION ST,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 9:16 AM,1170962,1908225,2013
200 W 63RD ST,Snow - Uncleared Sidewalk or Bike Lane,3/1/13 8:21 AM,1175555,1863189,2013
